1	1.0
2	1.8
3	2.44
4	2.952
5	3.3616
6	3.68928
7	3.951424
8	4.1611392
9	4.32891136
10	4.463129088
11	4.5705032704
12	4.65640261632
13	4.725122093056
14	4.7800976744448
15	4.82407813955584
16	4.859262511644672
17	4.8874100093157375
18	4.90992800745259
19	4.927942405962072
20	4.942353924769658
21	4.953883139815726
22	4.963106511852581
23	4.970485209482065
24	4.976388167585652
25	4.981110534068521
26	4.984888427254817
27	4.987910741803853
28	4.990328593443083
29	4.992262874754466
30	4.993810299803573
31	4.995048239842858
32	4.996038591874287
33	4.996830873499429
34	4.9974646987995435
35	4.997971759039634
36	4.9983774072317075
37	4.998701925785366
38	4.998961540628293
39	4.999169232502634
40	4.999335386002108
41	4.999468308801686
42	4.9995746470413485
43	4.9996597176330795
44	4.999727774106463
45	4.99978221928517
46	4.999825775428136
47	4.999860620342509
48	4.999888496274007
49	4.999910797019206
50	4.999928637615365
51	4.999942910092292
52	4.999954328073834
53	4.999963462459067
54	4.999970769967254
55	4.999976615973803
56	4.999981292779042
57	4.999985034223234
58	4.999988027378587
59	4.9999904219028695
60	4.999992337522296
61	4.999993870017836
62	4.99999509601427
63	4.999996076811415
64	4.999996861449132
65	4.9999974891593055
66	4.999997991327445
67	4.999998393061956
68	4.999998714449565
69	4.999998971559652
70	4.999999177247721
71	4.999999341798177
72	4.999999473438542
73	4.999999578750833
74	4.999999663000667
75	4.999999730400534
76	4.999999784320426
77	4.9999998274563415
78	4.999999861965073
79	4.9999998895720585
80	4.999999911657647
81	4.999999929326117
82	4.999999943460894
83	4.9999999547687155
84	4.999999963814972
85	4.999999971051977
86	4.999999976841583
87	4.999999981473266
88	4.999999985178612
89	4.99999998814289
90	4.999999990514312
91	4.99999999241145
92	4.999999993929159
93	4.999999995143328
94	4.999999996114663
95	4.99999999689173
96	4.999999997513384
97	4.999999998010707
98	4.9999999984085655
99	4.999999998726852
100	4.999999998981482
101	4.999999999185186
102	4.999999999348148
103	4.9999999994785185
104	4.999999999582815
105	4.999999999666252
106	4.999999999733002
107	4.999999999786401
108	4.999999999829121
109	4.999999999863297
110	4.999999999890638
111	4.99999999991251
112	4.999999999930008
113	4.999999999944007
114	4.999999999955205
115	4.999999999964164
116	4.999999999971331
117	4.9999999999770655
118	4.999999999981652
119	4.999999999985322
120	4.999999999988257
121	4.999999999990606
122	4.999999999992484
123	4.999999999993988
124	4.9999999999951905
125	4.999999999996152
126	4.999999999996922
127	4.999999999997537
128	4.99999999999803
129	4.9999999999984235
130	4.999999999998739
131	4.999999999998991
132	4.999999999999193
133	4.999999999999354
134	4.999999999999484
135	4.999999999999587
136	4.99999999999967
137	4.999999999999735
138	4.999999999999789
139	4.99999999999983
140	4.999999999999865
141	4.999999999999892
142	4.999999999999913
143	4.999999999999931
144	4.999999999999945
145	4.999999999999956
146	4.9999999999999645
147	4.999999999999972
148	4.999999999999977
149	4.999999999999982
150	4.999999999999986
151	4.9999999999999885
152	4.999999999999991
153	4.999999999999993
154	4.999999999999994
155	4.999999999999996
156	4.9999999999999964
157	4.999999999999997
158	4.999999999999997
159	4.999999999999998
160	4.999999999999998
161	4.999999999999999
162	4.999999999999999
163	4.999999999999999
164	4.999999999999999
165	4.999999999999999
166	5.0
167	5.0
168	5.0
169	5.0
170	5.0
171	5.0
172	5.0
173	5.0
174	5.0
175	5.0
176	5.0
177	5.0
178	5.0
179	5.0
180	5.0
181	5.0
182	5.0
183	5.0
184	5.0
185	5.0
186	5.0
187	5.0
188	5.0
189	5.0
190	5.0
191	5.0
192	5.0
193	5.0
194	5.0
195	5.0
196	5.0
197	5.0
198	5.0
199	5.0
